word,label
cope,5000
copied,10000
copies,10000
copper,5000
copy,3000
copying,10000
copyright,5000
copyrighted,10000
copyrights,10000
coral,10000
cord,10000
cordless,10000
core,3000
cork,10000
corn,3000
cornell,10000
corner,3000
corners,10000
cornwall,10000
corp,10000
corporate,3000
corporation,5000
corporations,10000
corps,10000
corpus,10000
correct,3000
corrected,10000
correction,5000
corrections,10000
correctly,3000
correlate,5000
correlation,5000
correspond,3000
correspondence,5000
correspondent,5000
corresponding,5000
corridor,5000
corrupt,5000
corruption,5000
cos,10000
cosmetic,10000
cosmetics,10000
cost,3000
costa,10000
costly,5000
costs,10000
costume,3000
costumes,10000
cottage,10000
cottages,10000
cotton,3000
could,3000
council,3000
councilor,5000
councils,10000
counsel,10000
counseling,5000
counselor,5000
count,3000
counted,10000
counter,5000
counterpart,5000
counters,10000
counties,10000
counting,10000
countless,5000
countries,10000
country,3000
countryside,3000
counts,10000
county,3000
coup,5000
couple,3000
coupled,10000
couples,10000
coupon,10000
coupons,10000
courage,3000
courier,10000
course,3000
courses,10000
court,3000
courtesy,5000
courts,10000
cousin,3000
cove,10000
cover,3000
coverage,5000
covered,3000
covering,10000
covers,10000
cow,3000
cowboy,5000
cox,10000
cpu,10000
cr,10000
crack,5000
cradle,10000
craft,5000
crafts,10000
crap,10000
craps,10000
crash,3000
crawford,10000
crawl,5000
crazy,3000
cream,3000
create,3000
created,10000
creates,10000
creating,10000
creation,3000
creations,10000
creative,3000
creativity,5000
creator,5000
creature,3000
creatures,10000
credibility,5000
credible,5000
credit,3000
credits,10000
creek,10000
creep,5000
crest,10000
crew,3000
cricket,10000
crime,3000
crimes,10000
criminal,3000
crisis,3000
criteria,10000
criterion,3000
critic,3000
critical,3000
critically,5000
criticism,3000
criticize,3000
critics,10000
critique,5000
croatia,10000
crop,3000
crops,10000
cross,3000
crossing,10000
crossword,10000
crowd,3000
crowded,3000
crown,5000
crucial,3000
crude,5000
cruel,3000
cruise,5000
cruises,10000
crush,5000
cry,3000
crystal,5000
cs,10000
css,10000
cst,10000
ct,10000
cu,10000
cuba,10000
cube,10000
cubic,10000
cue,5000
cuisine,10000
cult,5000
cultivate,5000
cultural,3000
culture,3000
cultures,10000
cum,10000
cumulative,10000
cunt,10000
cup,3000
cupboard,3000
cups,10000
cure,3000
curiosity,5000
curious,5000
curly,3000
currencies,10000
currency,3000
current,3000
currently,3000
curriculum,5000
cursor,10000
curtain,3000
curtis,10000
curve,3000
curved,3000
curves,10000
custody,5000
custom,3000
customer,3000
customers,10000
customise,10000
customize,10000
customized,10000
customs,10000
cut,3000
cute,5000
cuts,10000
cutting,5000
cv,10000
cvs,10000
cycle,3000
cycles,10000
cycling,10000
cylinder,10000
cynical,5000
cyprus,10000
czech,10000
da,10000
dad,3000
daddy,10000
daily,3000
dairy,5000
daisy,10000
dakota,10000
dale,10000
dallas,10000
dam,5000
damage,3000
damaged,10000
damages,10000
damaging,5000
dame,10000
damn,10000
dana,10000
dance,3000
dancer,3000
dancing,3000
danger,3000
dangerous,3000
daniel,10000
danish,10000
dare,5000
dark,3000
darkness,5000
darwin,10000
das,10000
dash,10000
dat,10000
data,3000
database,5000
databases,10000
date,3000
dated,10000
dates,10000
dating,10000
daughter,3000
daughters,10000
david,10000
davis,10000
dawn,5000
day,3000
days,10000
dayton,10000
db,10000
dc,10000
de,10000
dead,3000
deadline,5000
deadly,5000
deaf,10000
deal,3000
dealer,5000
dealers,10000
dealing,10000
deals,10000
dealt,10000
dean,10000
dear,3000
death,3000
deaths,10000
debate,3000
debris,5000
debt,3000
debug,10000
debut,5000
dec,10000
decade,3000
decades,10000
december,3000
decent,3000
decide,3000
decided,10000
decimal,10000
decision,3000
decision-making,5000
decisions,10000
decisive,5000
deck,5000
declaration,5000
declare,3000
declared,10000
decline,3000
declined,10000
decor,10000
decorate,3000
decorating,10000
decoration,3000
decorative,10000
decrease,3000
decreased,10000
dedicated,5000
dedication,5000
deed,5000
deem,5000
deemed,10000
deep,3000
deeper,10000
deeply,3000
deer,10000
default,5000
defeat,3000
defect,5000
defects,10000
defence,10000
defend,3000
defendant,10000
defender,5000
defense,3000
defensive,5000
deferred,10000
deficiency,5000
deficit,5000
define,3000
defined,10000
defines,10000
defining,10000
definite,3000
definitely,3000
definition,3000
definitions,10000
defy,5000
degree,3000
degrees,10000
delaware,10000
delay,3000
delayed,10000
delays,10000
delegate,5000
delegation,5000
delete,5000
deleted,10000
delhi,10000
deliberate,3000
deliberately,3000
delicate,5000
delicious,3000
delight,10000
delighted,5000
deliver,3000
delivered,10000
delivering,10000
delivers,10000
delivery,3000
dell,10000
delta,10000
deluxe,10000
demand,3000
demanding,10000
demands,10000
demo,10000
democracy,5000
democrat,10000
democratic,5000
democrats,10000
demographic,10000
demon,5000
demonstrate,3000
demonstrated,10000
demonstrates,10000
demonstration,5000
den,10000
denial,5000
denied,10000
denmark,10000
denounce,5000
dense,5000
density,5000
dental,10000
dentist,3000
dentists,10000
denver,10000
deny,3000
depart,5000
department,3000
departmental,10000
departments,10000
departure,3000
depend,3000
dependence,5000
dependent,5000
depending,10000
depends,10000
depict,5000
deploy,5000
deployment,5000
deposit,5000
deposits,10000
depot,10000
depressed,3000
depressing,3000
depression,5000
deprive,5000
depth,3000
deputy,5000
der,10000
derby,10000
derive,5000
derived,10000
des,10000
descend,5000
descending,10000
descent,5000
describe,3000
described,10000
describes,10000
describing,10000
description,3000
descriptions,10000
desert,3000
deserve,3000
design,3000
designate,5000
designated,10000
designation,10000
designed,10000
designer,3000
designers,10000
designing,10000
designs,10000
desirable,5000
desire,3000
desired,10000
desk,3000
desktop,5000
desktops,10000
desperate,3000
desperately,5000
despite,3000
dessert,3000
destination,3000
destinations,10000
destiny,10000
destroy,3000
destroyed,10000
destruction,5000
destructive,5000
det,3000
detail,3000
detailed,3000
details,10000
detain,5000
detect,3000
detected,10000
detection,5000
detective,3000
detector,10000
detention,5000
deteriorate,5000
determination,5000
determine,3000
determined,3000
determines,10000
determining,10000
detroit,10000
deutschland,10000
devastate,5000
develop,3000
developed,10000
developer,10000
developers,10000
developing,10000
development,3000
developmental,10000
developments,10000
develops,10000
deviant,10000
deviation,10000
device,3000
devices,10000
devil,5000
devise,5000
devon,10000
devote,5000
devoted,10000
dg,10000
diabetes,10000
diagnose,5000
diagnosis,5000
diagnostic,10000
diagram,3000
dial,10000
dialog,10000
dialogue,3000
diameter,10000
diamond,3000
diamonds,10000
diana,10000
diary,3000
dice,10000
dick,10000
dicks,10000
dictate,5000
dictator,5000
dictionaries,10000
dictionary,3000
did,10000
die,3000
died,10000
dies,10000
diesel,10000
diet,3000
dietary,10000
differ,5000
difference,3000
differences,10000
different,3000
differential,10000
differentiate,5000
differently,3000
difficult,3000
difficulties,10000
difficulty,3000
dig,3000
digest,10000
digit,10000
digital,3000
dignity,5000
dildo,10000
dildos,10000
dilemma,5000
dim,10000
dime,5000
dimension,5000
dimensional,10000
dimensions,10000
diminish,5000
dining,10000
dinner,3000
dip,5000
diploma,10000
diplomat,5000
diplomatic,5000
direct,3000
directed,10000
direction,3000
directions,10000
directive,10000
directly,3000
director,3000
directories,10000
directors,10000
directory,5000
dirt,3000
dirty,3000
dis,10000
disabilities,10000
disability,5000
disable,10000
disabled,5000
disadvantage,3000
disagree,3000
disagreement,5000
disappear,3000
disappoint,5000
disappointed,3000
disappointing,3000
disappointment,5000
disaster,3000
disastrous,5000
disc,10000
discard,5000
discharge,5000
disciplinary,10000
discipline,3000
disciplines,10000
disclaimer,10000
disclaimers,10000
disclose,5000
disclosure,5000
disco,10000
discount,3000
discounted,10000
discounts,10000
discourage,5000
discourse,5000
discover,3000
discovered,10000
discovery,3000
discrete,10000
discretion,5000
discrimination,5000
discs,10000
discuss,3000
discussed,10000
discusses,10000
discussing,10000
discussion,3000
discussions,10000
disease,3000
diseases,10000
dish,3000
dishes,10000
dishonest,3000
disk,3000
disks,10000
dislike,3000
dismiss,3000
dismissal,5000
disney,10000
disorder,5000
disorders,10000
dispatch,10000
dispatched,10000
displace,5000
display,3000
displayed,10000
displaying,10000
displays,10000
disposal,5000
dispose,5000
disposition,10000
dispute,5000
disputes,10000
disrupt,5000
disruption,5000
dissolve,5000
distance,3000
distances,10000
distant,5000
distinct,5000
distinction,5000
distinctive,5000
distinguish,5000
distinguished,10000
distort,5000
distract,5000
distress,5000
distribute,3000
distributed,10000
distribution,3000
distributions,10000
distributor,10000
distributors,10000
district,3000
districts,10000
disturb,5000
disturbed,10000
disturbing,5000
dive,5000
diverse,5000
diversity,5000
divert,5000
divide,3000
divided,10000
dividend,10000
divine,5000
diving,10000
division,3000
divisions,10000
divorce,5000
divorced,3000
dj,10000
dl,10000
dm,10000
dna,10000
do,10000
doc,10000
dock,10000
docs,10000
doctor,3000
doctors,10000
doctrine,5000
document,3000
documentary,3000
documentation,5000
documented,10000
documents,10000
dod,10000
dodge,10000
doe,10000
does,10000
dog,3000
dogs,10000
doing,10000
doll,10000
dollar,3000
dollars,10000
dolls,10000
domain,5000
domains,10000
dome,10000
domestic,3000
dominance,5000
dominant,5000
dominate,3000
dominican,10000
don,10000
donate,3000
donated,10000
donation,5000
donations,10000
done,10000
donna,10000
donor,5000
donors,10000
doom,10000
door,3000
doors,10000
dos,10000
dosage,10000
dose,5000
dot,5000
double,3000
doubt,3000
douglas,10000
dover,10000
down,3000
download,3000
downloaded,10000
downloading,10000
downloads,10000
downstairs,3000
downtown,3000
downward,3000
dozen,3000
dozens,10000
dp,10000
draft,3000
drag,3000
dragon,10000
drain,5000
drainage,10000
drama,3000
dramatic,3000
dramatically,5000
draw,3000
drawing,3000
drawings,10000
drawn,10000
draws,10000
dream,3000
dreams,10000
dress,3000
dressed,3000
dresses,10000
dressing,10000
drew,10000
dried,10000
drift,5000
drill,10000
drilling,10000
drink,3000
drinking,10000
drinks,10000
drive,3000
driven,10000
driver,3000
drivers,10000
drives,10000
driving,3000
drop,3000
dropped,10000
drops,10000
drought,5000
drove,10000
drown,5000
drug,3000
drugs,10000
drum,3000
drums,10000
drunk,3000
dry,3000
dryer,10000
ds,10000
dsl,10000
dts,10000
dual,5000
dub,5000
dubai,10000
dublin,10000
duck,10000
dude,10000
due,3000
dui,10000
duke,10000
dull,5000
dumb,5000
dump,5000
duncan,10000
duo,5000
duplicate,10000
durable,10000
duration,5000
durham,10000
during,3000
dust,3000
dutch,10000
duties,10000
duty,3000
dvd,3000
dvds,10000
dying,10000
dylan,10000
dynamic,5000
dynamics,10000
ea,10000
each,3000
eager,5000
eagle,10000
eagles,10000
ear,3000
earl,10000
earlier,10000
earliest,10000
early,3000
earn,3000
earned,10000
earning,10000
earnings,5000
earrings,10000
ears,10000
earth,3000
earthquake,3000
ease,5000
easier,10000
easily,3000
east,3000
easter,10000
eastern,3000
easy,3000
eat,3000
eating,10000
ebony,10000
ec,10000
echo,5000
eclipse,10000
ecological,5000
ecology,10000
economic,3000
economics,5000
economies,10000
economist,5000
economy,3000
ecuador,10000
ed,10000
eden,10000
edgar,10000
edge,3000
edges,10000
edinburgh,10000
edit,3000
edited,10000
editing,10000
edition,3000
editions,10000
editor,3000
editorial,5000
editorials,10000
editors,10000
edmonton,10000
eds,10000
educate,3000
educated,3000
education,3000
educational,3000
educator,5000
educators,10000
edward,10000
edwards,10000
effect,3000
effective,3000
effectively,3000
effectiveness,5000
effects,10000
efficiency,5000
efficient,3000
efficiently,5000
effort,3000
efforts,10000
egg,3000
eggs,10000
ego,5000
egypt,10000
egyptian,10000
eight,3000
eighteen,3000
eighty,3000
either,3000
ejaculation,10000
el,10000
elaborate,5000
elbow,5000
elder,10000
elderly,3000
elect,3000
elected,10000
election,3000
elections,10000
electoral,5000
electric,3000
electrical,3000
electricity,3000
electron,10000
electronic,3000
electronics,5000
elegant,5000
element,3000
elementary,5000
elements,10000
elephant,3000
elevate,5000
elevation,10000
elevator,3000
eleven,3000
eligibility,10000
eligible,5000
eliminate,5000
elimination,10000
elite,5000
elizabeth,10000
ellis,10000
else,3000
elsewhere,3000
elvis,10000
em,10000
email,3000
emails,10000
embark,5000
embarrassed,3000
embarrassing,3000
embarrassment,5000
embassy,5000
embed,5000
embedded,10000
embody,5000
embrace,5000
emerald,10000
emerge,3000
emergence,5000
emergency,3000
emerging,10000
emirates,10000
emission,5000
emissions,10000
emotion,3000
emotional,3000
emotionally,5000
emotions,10000
emperor,10000
emphasis,3000
emphasize,3000
empire,5000
empirical,5000
employ,3000
employed,10000
employee,3000
employees,10000
employer,3000
employers,10000
employment,3000
empower,5000
empty,3000
en,10000
enable,3000
enabled,10000
enables,10000
enabling,10000
enact,5000
enclosed,10000
enclosure,10000
encoding,10000
encompass,5000
encounter,3000
encountered,10000
encourage,3000
encouraged,10000
encouragement,5000
encourages,10000
encouraging,5000
encryption,10000
encyclopedia,10000
end,3000
endangered,10000
endeavor,5000
ended,10000
ending,3000
endless,5000
endorse,5000
endorsed,10000
endorsement,5000
ends,10000
endure,5000
enemies,10000
enemy,3000
energy,3000
enforce,5000
enforcement,5000
engage,3000
engaged,3000
engagement,5000
engaging,5000
engine,3000
engineer,3000
engineering,3000
engineers,10000
engines,10000
england,10000
english,3000
enhance,3000
enhanced,10000
enhancement,10000
enhancements,10000
enhancing,10000
enjoy,3000
enjoyable,5000
enjoyed,10000
enjoying,10000
enlarge,10000
enlargement,10000
enormous,3000
enough,3000
enquiries,10000
enquiry,10000
enrich,5000
enroll,5000
enrolled,10000
enrollment,10000
ensemble,10000
ensue,5000
ensure,3000
ensures,10000
ensuring,10000
enter,3000
entered,10000
entering,10000
enterprise,5000
enterprises,10000
enters,10000
entertain,3000
entertaining,5000
entertainment,3000
enthusiasm,3000
enthusiast,5000
enthusiastic,3000
entire,3000
entirely,3000
entities,10000
entitle,5000
entitled,10000
entity,5000
entrance,3000
entrepreneur,5000
entrepreneurs,10000
entries,10000
entry,3000
envelope,5000
environment,3000
environmental,3000
environments,10000
enzyme,10000
eos,10000
epa,10000
epic,10000
epidemic,5000
episode,3000
episodes,10000
eq,10000
equal,3000
equality,5000
equally,3000
equation,5000
equations,10000
equilibrium,10000
equip,5000
equipment,3000
equipped,10000
equity,10000
equivalent,5000
er,10000
era,5000
erect,5000
erotic,10000
erotica,10000
error,3000
errors,10000
erupt,5000
es,10000
escalate,5000
escape,3000
escort,10000
escorts,10000
especially,3000
essay,3000
essays,10000
essence,5000
essential,3000
essentially,5000
essentials,10000
essex,10000
est,10000
establish,3000
established,10000
establishing,10000
establishment,5000
estate,3000
estates,10000
estimate,3000
estimated,10000
estimates,10000
estimation,10000
estonia,10000
eternal,5000
ethernet,10000
ethic,5000
ethical,3000
ethics,10000
ethiopia,10000
ethnic,5000
eu,10000
eugene,10000
euro,3000
europe,10000
european,10000
euros,10000
ev,10000
evacuate,5000
evaluate,3000
evaluated,10000
evaluating,10000
evaluation,5000
evaluations,10000
evanescence,10000
evans,10000
eve,10000
even,3000
evening,3000
event,3000
events,10000
eventually,3000
ever,3000
every,3000
everybody,3000
everyday,3000
everyone,3000
everything,3000
everywhere,3000
evidence,3000
evident,5000
evil,3000
evoke,5000
evolution,5000
evolutionary,5000
evolve,5000
ex,10000
exact,3000
exactly,3000
exaggerate,5000
exam,3000
examination,3000
examinations,10000
examine,3000
examined,10000
examines,10000
examining,10000
example,3000
examples,10000
exams,10000
exceed,5000
excel,10000
excellence,5000
excellent,3000
except,3000
exception,5000
exceptional,5000
exceptions,10000
excerpt,10000
excess,5000
excessive,5000
exchange,3000
exchanges,10000
excited,3000
excitement,3000
exciting,3000
exclam,3000
exclude,5000
excluded,10000
excluding,10000
exclusion,5000
exclusive,5000
exclusively,5000
excuse,3000
exec,10000
execute,5000
executed,10000
execution,5000
executive,3000
executives,10000
exempt,10000
exemption,10000
exercise,3000
exercises,10000
exert,5000
exhaust,10000
exhibit,3000
exhibition,3000
exhibitions,10000
exhibits,10000
exile,5000
exist,3000
existed,10000
existence,3000
existing,10000
exists,10000
exit,3000
exotic,5000
expand,3000
expanded,10000
expanding,10000
expansion,5000
expect,3000
expectation,3000
expectations,10000
expected,3000
expects,10000
expedition,5000
expenditure,5000
expenditures,10000
expense,3000
expenses,10000
expensive,3000
experience,3000
experienced,3000
experiences,10000
experiencing,10000
experiment,3000
experimental,5000
experiments,10000
expert,3000
expertise,5000
experts,10000
expiration,10000
expire,5000
expired,10000
expires,10000
explain,3000
explained,10000
explaining,10000
explains,10000
explanation,3000
explicit,5000
explicitly,5000
explode,3000
exploit,5000
exploitation,5000
exploration,3000
explore,3000
explorer,10000
exploring,10000
explosion,3000
explosive,5000
expo,10000
export,3000
exports,10000
expose,3000
exposed,10000
exposure,5000
express,3000
expressed,10000
expression,3000
expressions,10000
extend,3000
extended,10000
extending,10000
extends,10000
extension,5000
extensions,10000
extensive,5000
extensively,5000
extent,3000
exterior,10000
external,3000
extra,3000
extract,5000
extraction,10000
extraordinary,3000
extras,10000
extreme,3000
extremely,3000
extremist,5000
eye,3000
eyed,10000
eyes,10000
fa,10000
fabric,5000
fabrics,10000
fabulous,5000
face,3000
faced,10000
faces,10000
facial,10000
facilitate,5000
facilities,10000
facility,3000
facing,10000
fact,3000
faction,5000
factor,3000
factors,10000
factory,3000
facts,10000
faculty,5000
fade,5000
fail,3000
failed,5000
failing,10000
fails,10000
failure,3000
failures,10000
fair,3000
fairly,3000
fairness,5000
fairy,10000
faith,3000
fake,5000
fall,3000
fallen,10000
falling,10000
falls,10000
false,3000
fame,5000
familiar,3000
families,10000
family,3000
famous,3000
fan,3000
fancy,3000
fans,10000
fantastic,3000
fantasy,5000
faq,10000
faqs,10000
far,3000
fare,5000
fares,10000
farm,3000
farmer,3000
farmers,10000
farming,3000
farms,10000
fascinating,3000
fashion,3000
fashionable,3000
fast,3000
fasten,3000
faster,10000
fastest,10000
fat,3000
fatal,5000
fate,5000
father,3000
fathers,10000
fatty,10000
fault,3000
favor,3000
favorable,5000
favorite,3000
favorites,10000
favors,10000
favour,10000
favourite,10000
favourites,10000
fax,10000
fbi,10000
fcc,10000
fda,10000
fe,10000
fear,3000
fears,10000
feat,5000
feather,3000
feature,3000
featured,10000
features,10000
featuring,10000
feb,10000
february,3000
fed,10000
federal,3000
federation,10000
fee,3000
feed,3000
feedback,3000
feeding,10000
feeds,10000
feel,3000
feeling,3000
feelings,10000
feels,10000
fees,10000
feet,10000
fell,10000
fellow,3000
fellowship,10000
felony,5000
felt,10000
female,3000
females,10000
feminist,5000
fence,3000
ferry,10000
festival,3000
festivals,10000
fetish,10000
fever,3000
few,3000
fewer,10000
fiber,5000
fibre,10000
fiction,3000
field,3000
fields,10000
fierce,5000
fifteen,3000
fifth,3000
fifty,3000
fig,10000
fight,3000
fighter,10000
fighters,10000
fighting,3000
figure,3000
figured,10000
figures,10000
fiji,10000
file,3000
filed,10000
filename,10000
files,10000
filing,10000
fill,3000
filled,10000
filling,10000
film,3000
filmmaker,5000
films,10000
filter,5000
filtering,10000
filters,10000
fin,10000
final,3000
finally,3000
finals,10000
finance,3000
finances,10000
financial,3000
financing,10000
find,3000
finder,10000
finding,3000
findings,10000
finds,10000
fine,3000
finest,10000
finger,3000
fingering,10000
fingers,10000
finish,3000
finished,10000
finishing,10000
finite,10000
finland,10000
finnish,10000
fire,3000
firearm,5000
fired,10000
firefighter,5000
fireplace,10000
fires,10000
firewall,10000
firework,5000
firm,3000
firmly,5000
firms,10000
firmware,10000
first,3000
fiscal,5000
fish,3000
fisher,10000
fisheries,10000
fishing,3000
fist,10000
fit,3000
fitness,3000
fits,10000
fitted,10000
fitting,10000
five,3000
fix,3000
fixed,3000
fixes,10000
fixtures,10000
fl,10000
flag,3000
flags,10000
flame,3000
flash,3000
flashers,10000
flashing,10000
flat,3000
flavor,5000
flaw,5000
flawed,5000
flee,5000
fleece,10000
fleet,5000
flesh,5000
flex,10000
flexibility,5000
flexible,3000
flight,3000
flights,10000
flip,10000
float,3000
floating,10000
flood,3000
floor,3000
flooring,10000
floors,10000
floppy,10000
floral,10000
florence,10000
florida,10000
florist,10000
florists,10000
flour,3000
flourish,5000
flow,3000
flower,3000
flowers,10000
flows,10000
flu,3000
fluid,5000
flush,10000
flux,10000
fly,3000
flyer,10000
flying,3000
fm,10000
fo,10000
foam,10000
focal,10000
focus,3000
focused,10000
focuses,10000
focusing,10000
fog,10000
fold,3000
folder,10000
folders,10000
folding,3000
folk,3000
folks,10000
follow,3000
followed,10000
following,3000
follows,10000
fond,5000
font,10000
fonts,10000
food,3000
foods,10000
fool,5000
foot,3000
footage,5000
football,3000
footwear,10000
for,3000
forbid,5000
forbidden,10000
force,3000
forced,10000
forces,10000
ford,10000
forecast,5000
forecasts,10000
foreign,3000
foreigner,5000
forest,3000
forestry,10000
forests,10000
forever,3000
forge,5000
forget,3000
forgive,3000
forgot,10000
forgotten,10000
fork,3000
form,3000
formal,3000
format,5000
formation,5000
formats,10000
formatting,10000
formed,10000
former,3000
formerly,5000
forming,10000
forms,10000
formula,5000
formulate,5000
fort,10000
forth,5000
forthcoming,5000
fortunate,5000
fortunately,3000
fortune,3000
forty,3000
forum,5000
forums,10000
forward,3000
forwarding,10000
fossil,5000
foster,5000
fought,10000
foul,10000
found,3000
foundation,5000
foundations,10000
founded,10000
founder,5000
fountain,10000
four,3000
fourteen,3000
fourth,3000
fox,10000
fr,10000
fraction,5000
fragile,5000
fragment,5000
fragrance,10000
fragrances,10000
frame,3000
framed,10000
frames,10000
framework,5000
framing,10000
france,10000
franchise,5000
frank,10000
frankfurt,10000
franklin,10000
frankly,5000
fraud,5000
frederick,10000
free,3000
freedom,3000
freelance,10000
freely,5000
freeware,10000
freeze,3000
freight,10000
french,10000
frequencies,10000
frequency,3000
frequent,5000
frequently,3000
fresh,3000
freshman,5000
fri,10000
friday,3000
fridge,10000
friend,3000
friendly,3000
friends,10000
friendship,3000
frighten,3000
frightened,3000
frightening,3000
frog,3000
from,3000
front,3000
frontier,10000
frost,10000
frozen,3000
fruit,3000
fruits,10000
frustrated,5000
frustrating,5000
frustration,5000
fry,3000
fs,10000
ft,10000
ftp,10000
fuck,10000
fucked,10000
fucking,10000
fuel,3000
fuji,10000
fulfill,5000
full,3000
full-time,5000
fully,3000
fun,3000
function,3000
functional,5000
functionality,10000
functioning,10000
functions,10000
fund,3000
fundamental,3000
fundamentally,5000
fundamentals,10000
funded,10000
funding,3000
fundraising,5000
funds,10000
funeral,5000
funk,10000
funky,10000
funny,3000
fur,3000
furious,5000
furnished,10000
furnishings,10000
furniture,3000
further,3000
furthermore,3000
fusion,10000
future,3000
futures,10000
fuzzy,10000
ga,10000
gabriel,10000
gadgets,10000
gage,10000
gain,3000
gained,10000
gains,10000
galaxy,10000
gale,10000
galleries,10000
gallery,3000
gallon,5000
gambling,5000
game,3000
games,10000
gaming,5000
gamma,10000
gang,3000
gap,3000
gaps,10000
garage,3000
garbage,3000
garden,3000
gardening,10000
gardens,10000
garlic,10000
gary,10000
gas,3000
gasoline,10000
gate,3000
gates,10000
gateway,10000
gather,3000
gathered,10000
gathering,5000
gauge,10000
gave,10000
gay,5000
gays,10000
gaze,5000
gazette,10000
gb,10000
gc,10000
gd,10000
gdp,10000
ge,10000
gear,5000
geek,10000
gel,10000
gem,10000
gen,10000
gender,5000
gene,5000
genealogy,10000
general,3000
generally,3000
generate,3000
generated,10000
generates,10000
generating,10000
generation,3000
generations,10000
generator,10000
generators,10000
generic,5000
generous,3000
genes,10000
genesis,10000
genetic,5000
genetics,10000
geneva,10000
genius,5000
genocide,5000
genome,10000
genre,3000
genres,10000
gentle,3000
gentleman,3000
gently,10000
genuine,5000
genuinely,5000
geographic,10000
geographical,10000
geography,3000
geological,10000
geology,10000
geometry,10000
george,10000
georgia,10000
german,10000
germany,10000
gesture,5000
get,3000
gets,10000
getting,10000
ghana,10000
ghost,3000
ghz,10000
gi,10000
giant,3000
giants,10000
gibraltar,10000
gibson,10000
gift,3000
gifts,10000
gig,5000
gilbert,10000
girl,3000
girlfriend,3000
girls,10000
gis,10000
give,3000
given,10000
gives,10000
giving,10000
glad,3000
glance,5000
glasgow,10000
glass,3000
glasses,10000
glen,10000
glenn,10000
glimpse,5000
global,3000
globalization,5000
globe,5000
glorious,5000
glory,5000
glossary,10000
glove,3000
gloves,10000
glow,10000
glucose,10000
gm,10000
gmt,10000
gnome,10000
gnu,10000
go,3000
goal,3000
goals,10000
goat,10000
god,3000
gods,10000
goes,10000
going,10000
gold,3000
golden,5000
golf,3000
gone,10000
good,3000
goodbye,3000
goodness,5000
goods,3000
google,10000
gore,10000
gorgeous,5000
gospel,10000
gossip,10000
got,10000
gothic,10000
gotten,10000
gourmet,10000
govern,3000
governance,5000
governing,10000
government,3000
governmental,10000
governments,10000
governor,3000
gp,10000
gps,10000
grab,3000
grace,5000
grad,10000
grade,3000
grades,10000
gradually,3000
graduate,3000
graduated,10000
graduates,10000
graduation,10000
graham,10000
grain,3000
grammar,10000
grams,10000
grand,3000
grandfather,3000
grandmother,3000
grandparent,3000
granny,10000
grant,3000
granted,10000
grants,10000
graph,10000
graphic,5000
graphical,10000
graphics,5000
graphs,10000
grasp,5000
grass,3000
grateful,3000
gratis,10000
grave,5000
gravity,5000
gray,3000
great,3000
greater,10000
greatest,10000
greatly,5000
greece,10000
greek,10000
green,3000
greene,10000
greenhouse,5000
greensboro,10000
greet,3000
greeting,10000
greetings,10000
gregory,10000
grenada,10000
grew,10000
grey,10000
grid,5000
grief,5000
griffin,10000
grill,10000
grin,5000
grind,5000
grip,5000
grocery,3000
groove,10000
gross,5000
ground,3000
grounds,10000
group,3000
groups,10000
grove,10000
grow,3000
growing,10000
grown,10000
grows,10000
growth,3000
gs,10000
guam,10000
guarantee,3000
guaranteed,10000
guarantees,10000
guard,3000
guardian,10000
guards,10000
guatemala,10000
guerrilla,5000
guess,3000
guest,3000
guests,10000
gui,10000
guidance,5000
guide,3000
guided,10000
guideline,5000
guidelines,10000
guides,10000
guild,10000
guilt,5000
guilty,3000
guinea,10000
guitar,3000
guitars,10000
gulf,10000
gun,3000
guns,10000
guru,10000
gut,5000
guy,3000
guyana,10000
guys,10000
gym,3000
ha,10000
habit,3000
habitat,5000
habits,10000
hack,10000
hacker,10000
had,10000
hail,5000
hair,3000
hairy,10000
haiti,10000
half,3000
halfway,5000
halifax,10000
hall,3000
halloween,10000
halo,10000
halt,5000
ham,10000
hamburg,10000
hamilton,10000
hammer,10000
hampshire,10000
hampton,10000
hand,3000
handbags,10000
handbook,10000
handed,10000
handful,5000
handheld,10000
handle,3000
handled,10000
handles,10000
handling,5000
handmade,10000
hands,10000
handy,5000
hang,3000
hanging,10000
hans,10000
happen,3000
happened,10000
happening,10000
happens,10000
happily,3000
happiness,3000
happy,3000
harassment,5000
harbor,5000
harbour,10000
hard,3000
hardcore,10000
hardcover,10000
harder,10000
hardly,3000
hardware,5000
hardwood,10000
harm,3000
harmful,3000
harmony,5000
harper,10000
harris,10000
harrison,10000
harry,10000
harsh,5000
hart,10000
hartford,10000
harvard,10000
harvest,5000
harvey,10000
has,10000
hash,10000
hat,3000
hate,3000
hatred,5000
hats,10000
haunt,5000
have,3000
haven,10000
having,10000
hawaii,10000
hawaiian,10000
hawk,10000
hay,10000
hayes,10000
hazard,5000
hazardous,10000
hazards,10000
hb,10000
hdtv,10000
he,3000
head,3000
headache,3000
headed,10000
header,10000
headers,10000
heading,10000
headline,3000
headlines,10000
headphones,10000
headquarters,5000
heads,10000
headset,10000
heal,5000
healing,10000
health,3000
healthcare,5000
healthy,3000
hear,3000
heard,10000
hearing,3000
hearings,10000
heart,3000
hearts,10000
heat,3000
heated,10000
heater,10000
heath,10000
heather,10000
heating,3000
heaven,3000
heavily,3000
heavy,3000
hebrew,10000
heel,3000
height,3000
heighten,5000
heights,10000
